sentence,url,word
 Hezbollah Secretary General Sayyed Hasan Nasrallah is scheduled to appear via Al-Manar TV Channel to speak on the latest developments tonight at 6 p.m. (Beirut Time). Sayyed Nasrallah is expected to tackle mainly Lebanon’s cabinet formation and a number of local and regional issues. Al-Manar English Website whose staff will ...,http://english.almanar.com.lb/tag/sayyed-nasrallah,Development
" Britain’s opposition Labor Party said on Tuesday that interior minister Sajid Javid had to provide evidence to justify his decision to widen a ban on Hezbollah. “The Home Secretary must therefore now demonstrate that this decision was taken in an objective and impartial way, and driven by clear and new ...",http://english.almanar.com.lb/tag/uk,Home
" Hezbollah Deputy Secretary General Sheikh Naim Qassem stressed that there is a US-plotted scheme which aims to prevent the displaced Syrians from returning home in order to use them as a pressure card against the Syrian government. In this context, Sheikh Qassem wondered why some Lebanese political parties support this ...",https://english.almanar.com.lb/cat/news/lebanon/page/3,Home
 Hezbollah Secretary General Sayyed Hasan Nasrallah is scheduled to deliver a speech on the 30th anniversary of establishing the Islamic Resistance Support Association on Friday at 3 p.m. (Beirut Timing). Sayyed Nasrallah is expected to tackle the latest developments in Lebanon and the region.,https://english.almanar.com.lb/cat/news/lebanon/page/2,Development
" Head of Hezbollah Executive Council Sayyed Hashem Saffieddine stressed that the martyrdom of Hezbollah commanders Sheikh Ragheb Harb, Sayyed Abbas Al-Mousawi and Hajj Imad Mughniyeh contributed to the development of the Islamic Resistance in all domains. Sayyed Saffieddine highlighted that Hezbollah is proud that its commanders, just as its fighters, ...",https://english.almanar.com.lb/cat/news/lebanon/page/5,Development
" Hezbollah Secretary General Sayyed Hasan Nasrallah received on Monday The Iranian top diplomat Mohammad Javad Zarif and the Iranian ambassador to Lebanon Mohammad Jalal Feroznia as talks reviewed the latest developments in Lebanon and the region. Sayyed Nasrallah hailed the support granted by the Iranian leadership, government and people to ...",https://english.almanar.com.lb/cat/news/lebanon/page/5,Development
"“Some people think that Hezbollah depends financially only on some allied states; however, the fact is that the popular donations have been always functional.”",https://english.almanar.com.lb/693420,Donation
"Hezbollah Chief called on the Islamic Resistance Support Association to intensify its activities so that popular donations can become more vigorous, clarifying that a one-week fund-raising event in favor of the oppressed Yemeni people collected two million dollars.",https://english.almanar.com.lb/693420,Donation
"Sayyed Nasrallah pointed out that due to the huge financial support from the Islamic Republic of Iran in 2006, Hezbollah resistance was not in need of popular donations but that the US financial war imposes a new strategy, calling on the resistance supporters to back it financially.",https://english.almanar.com.lb/693420,Donation
"Hezbollah Secretary General Sayyed Hasan Nasrallah spoke Wednesday on the 40th anniversary of the Islamic Revolution in Iran, saluting the soul of the great Imam Ruhollah Khomeini and listing the major developments that took place in Iran on various levels after the revolution.",https://english.almanar.com.lb/676315,Home
"Hezbollah Secretary General Sayyed Hasan Nasrallah spoke Wednesday on the 40th anniversary of the Islamic Revolution in Iran, saluting the soul of the great Imam Ruhollah Khomeini and listing the major developments that took place in Iran on various levels after the revolution.",https://english.almanar.com.lb/676315,Development
Hezbollah Secretary General Sayyed Hasan Nasrallah is scheduled to appear via Al-Manar TV Channel to speak on the latest developments tonight at 6 p.m. (Beirut Time).,https://english.almanar.com.lb/674181,Development
 Hezbollah Secretary General Sayyed Hasan Nasrallah is to deliver a speech today on the occasion of Martyr’s Day. The Lebanese Resistance leader is to tackle latest local and regional developments during a ceremony held by Hezbollah at 2:30 p.m. (Beirut time) in Beirut’s southern suburb (Dahiyeh). Sayyed Nasrallah’s speech comes ...,https://english.almanar.com.lb/cat/news/lebanon/s-nasrallah-speeches/page/2,Development
" Hezbollah Secretary General Sayyed Hasan Nasrallah tackled the latest internal, regional, and international developments in a televised speech that he delivered on Friday. Locally, his eminence talked about the cabinet formation file, Syrian refugees in Lebanon, security disorder in baalbeck,Hermel, and nationalization. Regionally, he tackled the developments in Syria, Palestine, ...",https://english.almanar.com.lb/cat/news/lebanon/s-nasrallah-speeches/page/3,Development
 Hezbollah Secretary General Sayyed Hassan Nasrallah is scheduled to speak on the latest developments in Lebanon and the region on Friday at 17:30 (Beirut Time).  ,https://english.almanar.com.lb/cat/news/lebanon/s-nasrallah-speeches/page/3,Development
" Hezbollah Secretary General Sayyed Hasan Nasrallah on Friday called on the Israelis to return back to their homelands, adding that if they insist on occupying Palestine, a great war will erupt and liberate all the occupied Palestinian territories. Delivering a speech during the crowded ceremony held by Hezbollah in the ...",https://english.almanar.com.lb/cat/news/lebanon/s-nasrallah-speeches/page/3,Home
 Hezbollah Secretary General Sayyed Hasan Nasrallah tackles the latest developments in a speech scheduled during a memorial ceremony which will be held by the party on Friday at 3 p.m. (Beirut Time) to mark the 40th day after the death of Hajj Fayez Moughniyeh and the anniversary of the Islamic ...,https://english.almanar.com.lb/cat/news/lebanon/s-nasrallah-speeches/page/5,Development
 Hezbollah Secretary General is to deliver a speech today (Friday) in which he will tackle latest developments in the region. Sayyed Nasrallah’s speech is to take place at 5:00 pm (Beirut timing) during a memorial ceremony for Hezbollah commander Hajj Ismail Zahri who died last week.  ,https://english.almanar.com.lb/cat/news/lebanon/s-nasrallah-speeches/page/11,Development
" Hezbollah congratulated all the Lebanese on the 75th anniversary of Independence Day, praising the martyrs who sacrificed their lives to liberate the homeland, fought the colonists, occupiers and takfiris and expelled them from the country. In a statement issued on Thursday, Hezbollah hailed the army-people-resistance formula which led in 2000 ...",https://english.almanar.com.lb/cat/news/lebanon/hezbollah-statements/page/2,Home
" Hezbollah issued on Wednesday a statement in which it announced specializing centers in various Lebanese areas concerned with helping the displaced Syrians who are interested in returning home voluntarily, listing the addresses and the phone numbers of each center. The party’s Secretary General Sayyed Hasan Nasrallah announced last Friday, June ...",https://english.almanar.com.lb/cat/news/lebanon/hezbollah-statements/page/3,Home
" Hezbollah congratulated on Thursday the Palestinian people on the great victory represented by obliging the Zionist enemy to cancel all the arbitrary measures it had taken in Al-Aqsa Mosque’s vicinity, noting that the Israelis aimed deeply at controlling this major Islamic symbol away from the Arabs and the Muslims. In ...",https://english.almanar.com.lb/cat/news/lebanon/hezbollah-statements/page/5,Mosque
" Commenting on the leaked remarks made by the Lebanese Foreign Minister Jebran Bassil, Hezbollah issued on Monday a statement in which it categorically rejected the insulting statements against House Speaker Nabih Berri and stressed the party’s great appreciation respect, always reiterated by SG Sayyed Hasan Nasrallah’s speeches, for his personality ...",https://english.almanar.com.lb/cat/news/lebanon/hezbollah-statements/page/4,House
"Hezbollah’s missiles have built, since 1990, a new meaning in the concept of deterrence upon affecting both the decision makers in the Zionist entity and the Israeli public opinion. In parallel, Hezbollah Secretary General, Sayyed Hasan Nasrallah’s speeches have rolled, touching the consciousness of the Israeli “home front command”, in a clear indication that Hezbollah, and its leadership, knows well their influence ability.",https://english.almanar.com.lb/673983,Home
" The Zionist ‘home’ (internal) front commander Tamir Yadai’s assertion that the Israeli settlers in Tel Aviv won’t drink coffee during any upcoming war with Hezbollah or Gaza triggered fear and confusion among the Israelis, especially the political and media circles. The Israeli analysts stressed that Yadai statements highlight the real ...",https://english.almanar.com.lb/cat/news/middle-east/zionist-entity/focus-on-zionists/page/3,Home
" Hezbollah Secretary General, Sayyed Hasan Nasrallah, received the head of Palestinian Popular Resistance Committees (PRC), Ayman al-Shashniya and the accompanying delegation. In the meeting, Sayyed Nasrallah and the PRC delegation discussed the latest developments in Palestine, especially in Gaza strip, Hezbollah’s Media Relations Office announced in a statement Wednesday. “They ...",https://english.almanar.com.lb/tag/palestine/page/4,Development
 Hezbollah Secretary General is to deliver a speech today (Friday) in which he will tackle latest developments in the region. Sayyed Nasrallah’s speech is to take place at 5:00 pm (Beirut timing) during a memorial ceremony for Hezbollah commander Hajj Ismail Zahri who died last week.  ,https://english.almanar.com.lb/tag/sayyed-nasrallah/page/12,Development
"""Hezbollah is continuing in its attempts to destabilise the fragile situation in the Middle East - and we are no longer able to distinguish between their already banned military wing and the political party,"" Home Secretary Sajid Javid ",https://www.aljazeera.com/news/2019/02/uk-ban-lebanon-hezbollah-calls-terror-organisation-190225114825625.html,Home
"""I found out through sources in Syria and then through those in Lebanon that Jamil Hassan was in a hospital in Lebanon under Hezbollah's protection,"" said Bunni, who is helping former Syrian prisoners seeking justice in European countries.",https://www.aljazeera.com/news/2019/02/germany-seeks-extradition-syria-jamil-hassan-lebanon-190223101111748.html,Hospital
"""Those people who support their presence are those who will benefit from them in a way. But I am sure that those people who lost their homes and families because of Hezbollah, they will not accept it.""",https://www.aljazeera.com/news/2018/05/analysis-hezbollah-syria-180519141604977.html,Home
"While this escalation has been brewing for some time now, its intensification could already be detected a week earlier in a series of laws passed by the US House of Representatives. Among these was a bill that mobilised international law's human shields clause to deepen US sanctions against Hezbollah. The bill, however, does much more than simply expand sanctions and should thus be understood within the context of the changes in US foreign policy under US President ",https://www.aljazeera.com/indepth/opinion/legislation-hezbollah-congress-171108143051774.html,House
“Along with massive rocket fire onto the Israeli home front – all of which is now within Hezbollah’s rocket range – the group might launch an attack or counterattack along the border.”,https://english.almanar.com.lb/107501,Home
His eminence pointed out that there are some people who work to take advantage of the presidential developments to make a rift between Hezbollah and other political factions without caring for the presidency.,https://english.almanar.com.lb/61987,Development
"In an interview with Israeli daily Maariv, Col. Eren Makov, the Northern Regional Commander of the Homefront Command said that a new war between ‘Israel’ and Hezbollah will pose substantial challenge to Israeli army and people.",https://english.almanar.com.lb/16366,Home
"Israelis must handle things on their own in any new conflict (with Hezbollah), Makov said, noting that the Homefront Command’s view regarding this issue is based on people’s self-reliance.",https://english.almanar.com.lb/16366,Home
" Hezbollah’s missiles have built, since 1990, a new meaning in the concept of deterrence upon affecting both the decision makers in the Zionist entity and the Israeli public opinion. In parallel, Hezbollah Secretary General, Sayyed Hasan Nasrallah’s speeches have rolled, touching the consciousness of the Israeli “home front command”, in ...",http://english.almanar.com.lb/cat/exclusive,Home
" Hezbollah rockets will reach many areas in the Israeli depth in any new war, Israeli commander said, noting that evacuation operations are useless. In an interview with Israeli daily Maariv, Col. Eren Makov, the Northern Regional Commander of the Homefront Command said that a new war between ‘Israel’ and Hezbollah ...",http://english.almanar.com.lb/cat/featured/page/7,Home
 Hezbollah Secretary General Sayyed Hasan Nasrallah is scheduled to deliver a speech on the 30th anniversary of establishing the Islamic Resistance Support Association on Friday at 3 p.m. (Beirut Timing). Sayyed Nasrallah is expected to tackle the latest developments in Lebanon and the region.,http://english.almanar.com.lb/cat/news/lebanon/page/2,Development
" Head of Hezbollah Executive Council Sayyed Hashem Saffieddine stressed that the martyrdom of Hezbollah commanders Sheikh Ragheb Harb, Sayyed Abbas Al-Mousawi and Hajj Imad Mughniyeh contributed to the development of the Islamic Resistance in all domains. Sayyed Saffieddine highlighted that Hezbollah is proud that its commanders, just as its fighters, ...",http://english.almanar.com.lb/cat/news/lebanon/page/5,Development
" Hezbollah Secretary General Sayyed Hasan Nasrallah received on Monday The Iranian top diplomat Mohammad Javad Zarif and the Iranian ambassador to Lebanon Mohammad Jalal Feroznia as talks reviewed the latest developments in Lebanon and the region. Sayyed Nasrallah hailed the support granted by the Iranian leadership, government and people to ...",http://english.almanar.com.lb/cat/news/lebanon/page/5,Development
" Hezbollah Deputy Secretary General Sheikh Naim Qassem stressed that there is a US-plotted scheme which aims to prevent the displaced Syrians from returning home in order to use them as a pressure card against the Syrian government. In this context, Sheikh Qassem wondered why some Lebanese political parties support this ...",http://english.almanar.com.lb/cat/news/lebanon/page/3,Home
Hezbollah Secretary General Sayyed Hasan Nasrallah is scheduled to appear via Al-Manar TV Channel to speak on the latest developments tonight at 6 p.m. (Beirut Time).,http://english.almanar.com.lb/674181,Development
"“Some people think that Hezbollah depends financially only on some allied states; however, the fact is that the popular donations have been always functional.”",http://english.almanar.com.lb/693420,Donation
"Hezbollah Chief called on the Islamic Resistance Support Association to intensify its activities so that popular donations can become more vigorous, clarifying that a one-week fund-raising event in favor of the oppressed Yemeni people collected two million dollars.",http://english.almanar.com.lb/693420,Donation
"Sayyed Nasrallah pointed out that due to the huge financial support from the Islamic Republic of Iran in 2006, Hezbollah resistance was not in need of popular donations but that the US financial war imposes a new strategy, calling on the resistance supporters to back it financially.",http://english.almanar.com.lb/693420,Donation
"Hezbollah Secretary General Sayyed Hasan Nasrallah spoke Wednesday on the 40th anniversary of the Islamic Revolution in Iran, saluting the soul of the great Imam Ruhollah Khomeini and listing the major developments that took place in Iran on various levels after the revolution.",http://english.almanar.com.lb/676315,Home
"Hezbollah Secretary General Sayyed Hasan Nasrallah spoke Wednesday on the 40th anniversary of the Islamic Revolution in Iran, saluting the soul of the great Imam Ruhollah Khomeini and listing the major developments that took place in Iran on various levels after the revolution.",http://english.almanar.com.lb/676315,Development
 Hezbollah Secretary General Sayyed Hasan Nasrallah is to deliver a speech today on the occasion of Martyr’s Day. The Lebanese Resistance leader is to tackle latest local and regional developments during a ceremony held by Hezbollah at 2:30 p.m. (Beirut time) in Beirut’s southern suburb (Dahiyeh). Sayyed Nasrallah’s speech comes ...,http://english.almanar.com.lb/cat/news/lebanon/s-nasrallah-speeches/page/2,Development
" Hezbollah Secretary General Sayyed Hasan Nasrallah tackled the latest internal, regional, and international developments in a televised speech that he delivered on Friday. Locally, his eminence talked about the cabinet formation file, Syrian refugees in Lebanon, security disorder in baalbeck,Hermel, and nationalization. Regionally, he tackled the developments in Syria, Palestine, ...",http://english.almanar.com.lb/cat/news/lebanon/s-nasrallah-speeches/page/3,Development
 Hezbollah Secretary General Sayyed Hassan Nasrallah is scheduled to speak on the latest developments in Lebanon and the region on Friday at 17:30 (Beirut Time).  ,http://english.almanar.com.lb/cat/news/lebanon/s-nasrallah-speeches/page/3,Development
" Hezbollah Secretary General Sayyed Hasan Nasrallah on Friday called on the Israelis to return back to their homelands, adding that if they insist on occupying Palestine, a great war will erupt and liberate all the occupied Palestinian territories. Delivering a speech during the crowded ceremony held by Hezbollah in the ...",http://english.almanar.com.lb/cat/news/lebanon/s-nasrallah-speeches/page/3,Home
 Hezbollah Secretary General Sayyed Hasan Nasrallah tackles the latest developments in a speech scheduled during a memorial ceremony which will be held by the party on Friday at 3 p.m. (Beirut Time) to mark the 40th day after the death of Hajj Fayez Moughniyeh and the anniversary of the Islamic ...,http://english.almanar.com.lb/cat/news/lebanon/s-nasrallah-speeches/page/5,Development
 Hezbollah Secretary General is to deliver a speech today (Friday) in which he will tackle latest developments in the region. Sayyed Nasrallah’s speech is to take place at 5:00 pm (Beirut timing) during a memorial ceremony for Hezbollah commander Hajj Ismail Zahri who died last week.  ,http://english.almanar.com.lb/cat/news/lebanon/s-nasrallah-speeches/page/11,Development
" Hezbollah issued on Wednesday a statement in which it announced specializing centers in various Lebanese areas concerned with helping the displaced Syrians who are interested in returning home voluntarily, listing the addresses and the phone numbers of each center. The party’s Secretary General Sayyed Hasan Nasrallah announced last Friday, June ...",http://english.almanar.com.lb/cat/news/lebanon/hezbollah-statements/page/3,Home
" Hezbollah congratulated on Thursday the Palestinian people on the great victory represented by obliging the Zionist enemy to cancel all the arbitrary measures it had taken in Al-Aqsa Mosque’s vicinity, noting that the Israelis aimed deeply at controlling this major Islamic symbol away from the Arabs and the Muslims. In ...",http://english.almanar.com.lb/cat/news/lebanon/hezbollah-statements/page/5,Mosque
" Hezbollah congratulated all the Lebanese on the 75th anniversary of Independence Day, praising the martyrs who sacrificed their lives to liberate the homeland, fought the colonists, occupiers and takfiris and expelled them from the country. In a statement issued on Thursday, Hezbollah hailed the army-people-resistance formula which led in 2000 ...",http://english.almanar.com.lb/cat/news/lebanon/hezbollah-statements/page/2,Home
" Commenting on the leaked remarks made by the Lebanese Foreign Minister Jebran Bassil, Hezbollah issued on Monday a statement in which it categorically rejected the insulting statements against House Speaker Nabih Berri and stressed the party’s great appreciation respect, always reiterated by SG Sayyed Hasan Nasrallah’s speeches, for his personality ...",http://english.almanar.com.lb/cat/news/lebanon/hezbollah-statements/page/4,House
"Hezbollah’s missiles have built, since 1990, a new meaning in the concept of deterrence upon affecting both the decision makers in the Zionist entity and the Israeli public opinion. In parallel, Hezbollah Secretary General, Sayyed Hasan Nasrallah’s speeches have rolled, touching the consciousness of the Israeli “home front command”, in a clear indication that Hezbollah, and its leadership, knows well their influence ability.",http://english.almanar.com.lb/673983,Home
" The Zionist ‘home’ (internal) front commander Tamir Yadai’s assertion that the Israeli settlers in Tel Aviv won’t drink coffee during any upcoming war with Hezbollah or Gaza triggered fear and confusion among the Israelis, especially the political and media circles. The Israeli analysts stressed that Yadai statements highlight the real ...",http://english.almanar.com.lb/cat/news/middle-east/zionist-entity/focus-on-zionists/page/3,Home
" Head of Hezbollah Executive Council Sayyed Hashem Saffieddine stressed that the martyrdom of Hezbollah commanders Sheikh Ragheb Harb, Sayyed Abbas Al-Mousawi and Hajj Imad Mughniyeh contributed to the development of the Islamic Resistance in all domains. Sayyed Saffieddine highlighted that Hezbollah is proud that its commanders, just as its fighters, ...",http://english.almanar.com.lb/tag/hezbollah/page/3,Development
" Hezbollah Secretary General Sayyed Hasan Nasrallah received on Monday The Iranian top diplomat Mohammad Javad Zarif and the Iranian ambassador to Lebanon Mohammad Jalal Feroznia as talks reviewed the latest developments in Lebanon and the region. Sayyed Nasrallah hailed the support granted by the Iranian leadership, government and people to ...",http://english.almanar.com.lb/tag/hezbollah/page/3,Development
" Britain’s opposition Labor Party said on Tuesday that interior minister Sajid Javid had to provide evidence to justify his decision to widen a ban on Hezbollah. “The Home Secretary must therefore now demonstrate that this decision was taken in an objective and impartial way, and driven by clear and new ...",http://english.almanar.com.lb/tag/hezbollah/page/2,Home
" Hezbollah Deputy Secretary General Sheikh Naim Qassem stressed that there is a US-plotted scheme which aims to prevent the displaced Syrians from returning home in order to use them as a pressure card against the Syrian government. In this context, Sheikh Qassem wondered why some Lebanese political parties support this ...",http://english.almanar.com.lb/tag/hezbollah/page/2,Home
 Hezbollah Secretary General Sayyed Hasan Nasrallah is scheduled to appear via Al-Manar TV Channel to speak on the latest developments tonight at 6 p.m. (Beirut Time). Sayyed Nasrallah is expected to tackle mainly Lebanon’s cabinet formation and a number of local and regional issues. Al-Manar English Website whose staff will ...,http://english.almanar.com.lb/tag/hezbollah/page/4,Development
" Hezbollah’s missiles have built, since 1990, a new meaning in the concept of deterrence upon affecting both the decision makers in the Zionist entity and the Israeli public opinion. In parallel, Hezbollah Secretary General, Sayyed Hasan Nasrallah’s speeches have rolled, touching the consciousness of the Israeli “home front command”, in ...",http://english.almanar.com.lb/tag/hezbollah/page/4,Home
" Hezbollah Secretary General, Sayyed Hasan Nasrallah, received the head of Palestinian Popular Resistance Committees (PRC), Ayman al-Shashniya and the accompanying delegation. In the meeting, Sayyed Nasrallah and the PRC delegation discussed the latest developments in Palestine, especially in Gaza strip, Hezbollah’s Media Relations Office announced in a statement Wednesday. “They ...",http://english.almanar.com.lb/tag/hezbollah/page/4,Development
" Hezbollah Secretary General Sayyed Hasan Nasrallah received on Monday The Iranian top diplomat Mohammad Javad Zarif and the Iranian ambassador to Lebanon Mohammad Jalal Feroznia as talks reviewed the latest developments in Lebanon and the region. Sayyed Nasrallah hailed the support granted by the Iranian leadership, government and people to ...",http://english.almanar.com.lb/tag/lebanon/page/3,Development
